,S3AQ2A1,CHECK321,S3AQ51,S3AQ10D,S3AQ10GR
1264,20,2.0,20, , 
1265,12,2.0,14, , 
1266,14,2.0,18, , 
1267, ,, , , 
1268,18,1.0,18,40,41
1269,23,1.0,25, , 
1270, ,, , , 
1271,22,1.0,23, , 
1272, ,, , , 
1273, ,, , , 
1274, ,, , , 
1275, ,, , , 
1276,99,1.0,99, , 
1277, ,, , , 
1278, ,, , , 
1279, ,, , , 
1280, ,, , , 
1281, ,, , , 
1282, ,, , , 
1283, ,, , , 
1284,20,1.0,20, , 
1285, ,, , , 
1286,14,1.0, , , 
1287,15,1.0,15, , 
1288, ,, , , 
1289, ,, , , 
1290, ,, , , 
1291,16,1.0,16, , 
1292, ,, , , 
1293,18,1.0,18, , 
1294, ,, , , 
1295, ,, , , 
1296, ,, , , 
1297, ,, , , 
1298, ,, , , 
1299,12,2.0,12, , 
1300,16,9.0,16, , 
1301, ,, , , 
1302,16,2.0, ,18,18
1303,18,1.0,19,19,19
1304, ,, , , 
1305,14,2.0, , , 
1306, ,, , , 
1307,16,2.0,18,27,30
1308,13,2.0,13, , 
1309, ,, , , 
1310,17,2.0,17, , 
1311,18,2.0,19,36,36
1312, ,, , , 
1313,17,1.0,26, , 
1314, ,, , , 
1315, ,, , , 
1316, ,, , , 
1317,15,1.0,17,37,38
1318, ,, , , 
1319, ,, , , 
1320, ,, , , 
1321, ,, , , 
1322, ,, , , 
1323,17,2.0,17, , 
1324, ,, , , 
1325,16,1.0,16, , 
1326, ,, , , 
1327,15,1.0,15,99,99
1328, ,, , , 
1329, ,, , , 
1330, ,, , , 
1331, ,, , , 
1332, ,, , , 
1333,18,1.0, , , 
1334,12,2.0,24, , 
1335,17,2.0,17, , 
1336,8,2.0,8, , 
1337,13,1.0,15, , 
1338,17,1.0,17,25,26
1339, ,, , , 
1340, ,, , , 
1341, ,, , , 
1342,11,1.0,18,26,27
1343, ,, , , 
1344,14,1.0,14, , 
1345, ,, , , 
1346,16,2.0, , , 
1347, ,, , , 
1348, ,, , , 
1349, ,, , , 
1350,16,2.0, , , 
1351,35,1.0,36,50,51
1352,19,2.0,19, , 
1353, ,, , , 
1354, ,, , , 
1355,16,1.0,18,20,47
1356, ,, , , 
1357, ,, , , 
1358, ,, , , 
1359,15,1.0,20,23,24
1360,15,1.0,17,23,24
1361,16,1.0,21, , 
1362, ,, , , 
1363, ,, , , 
1364, ,, , , 
1365, ,, , , 
1366, ,, , , 
1367,16,1.0,16,30,35
1368, ,, , , 
1369, ,, , , 
1370, ,, , , 
1371, ,, , , 
1372,16,1.0,16, , 
1373,13,1.0,16,49,49
1374,8,1.0,9,9,48
1375,14,2.0,14,31,31
1376, ,, , , 
1377,20,1.0,25, , 
1378, ,, , , 
1379, ,, , , 
1380, ,, , , 
1381,16,1.0,26,25,27
1382, ,, , , 
1383,18,2.0,19,25,50
1384,19,1.0,19, , 
1385, ,, , , 
1386, ,, , , 
1387, ,, , , 
1388,13,2.0,14, , 
1389, ,, , , 
1390,19,1.0, , , 
1391,20,2.0,20,55,55
1392,17,1.0, , , 
1393,25,1.0,25, , 
1394,12,1.0,17,26,40
1395,18,2.0,31, , 
1396,16,2.0,16, , 
1397, ,, , , 
1398, ,, , , 
1399,12,1.0,19, , 
1400, ,, , , 
1401, ,, , , 
1402, ,, , , 
1403,16,2.0,16,16,18
1404, ,, , , 
1405,16,1.0,16, , 
1406, ,, , , 
1407, ,, , , 
1408, ,, , , 
1409,14,1.0,17,20,20
1410,19,1.0,19, , 
1411, ,, , , 
1412, ,, , , 
1413,12,1.0,16,99,99
1414, ,, , , 
1415,16,2.0,22, , 
1416,20,2.0, , , 
1417, ,, , , 
1418,13,1.0,13, , 
1419, ,, , , 
1420, ,, , , 
1421, ,, , , 
1422,17,1.0,17,19,22
1423, ,, ,21,21
1424,7,1.0,16, , 
1425, ,, , , 
1426,10,1.0,17,30,31
1427, ,, , , 
1428, ,, , , 
1429, ,, , , 
1430, ,, , , 
1431, ,, , , 
1432,16,2.0,16, , 
1433, ,, , , 
1434, ,, , , 
1435, ,, , , 
1436, ,, , , 
1437,18,1.0,25, , 
1438,15,1.0,16, , 
1439, ,, , , 
1440, ,, , , 
1441, ,, , , 
1442,99,2.0,20, , 
1443, ,, , , 
1444,16,1.0,21,21,41
1445,14,2.0,17, , 
1446,15,2.0,21,26,35
1447, ,, , , 
1448,14,2.0,17, , 
1449,18,2.0, , , 
1450,13,1.0,13,99,36
1451, ,, , , 
1452, ,, , , 
1453, ,, , , 
1454, ,, , , 
1455, ,, , , 
1456, ,, , , 
1457,16,1.0,23,24,24
1458, ,, , , 
1459, ,, , , 
1460, ,, , , 
1461, ,, , , 
1462, ,, , , 
1463, ,, , , 
1464,18,1.0, , , 
1465, ,, , , 
1466, ,, , , 
1467, ,, , , 
1468, ,, , , 
1469, ,, , , 
1470,15,1.0,15,16,16
1471, ,, , , 
1472,18,2.0,18, , 
1473,13,1.0,14,36,37
1474,9,1.0,16,34,35
1475, ,, , , 
1476, ,, , , 
1477, ,, , , 
1478, ,, , , 
1479,16,1.0,30, , 
1480, ,, , , 
1481, ,, , , 
1482, ,, , , 
1483,14,1.0,17, , 
1484, ,, , , 
1485,24,2.0,24, , 
1486,11,1.0,20,20,20
1487, ,, , , 
1488, ,, , , 
1489, ,, , , 
1490,6,2.0,6, , 
1491, ,, , , 
1492,19,2.0,19, , 
1493, ,, , , 
1494, ,, , , 
1495,19,2.0,20,44,44
1496, ,, , , 
1497,6,2.0,18, , 
1498, ,, , , 
1499, ,, , , 
1500, ,, , , 
1501,17,1.0,17, , 
1502, ,, , , 
1503,23,1.0,24,32,32
1504, ,, , , 
1505,19,2.0,19, , 
1506,15,2.0,99, , 
1507,16,1.0,18, , 
1508, ,, , , 
1509,16,2.0,17, , 
1510, ,, , , 
1511,17,1.0,20, , 
1512, ,, , , 
1513, ,, , , 
1514,18,1.0,18, , 
1515,18,1.0,18,45,46
1516, ,, , , 
1517,16,1.0,16,99,99
1518, ,, , , 
1519,18,2.0,19, , 
1520,17,2.0,17, , 
1521,26,1.0,27,31,33
1522,14,2.0,17, , 
1523,19,2.0, , , 
1524,16,2.0,21, , 
1525, ,, , , 
1526, ,, , , 
1527, ,, , , 
1528, ,, , , 
1529, ,, , , 
1530, ,, , , 
1531,14,1.0,16,31,32
1532, ,, , , 
1533, ,, , , 
1534, ,, , , 
1535, ,, , , 
1536,14,2.0,17,21,21
1537,19,2.0,35, , 
1538, ,, , , 
1539,13,1.0,15,18,18
1540,13,1.0,16,31,40
1541,7,1.0,16,20,20
1542, ,, , , 
1543, ,, , , 
1544, ,, , , 
1545, ,, , , 
1546, ,, , , 
1547, ,, , , 
1548, ,, , , 
1549,16,1.0,16, , 
1550,12,2.0,12,12,12
1551, ,, , , 
1552, ,, , , 
1553, ,, , , 
1554,11,1.0,14,14,14
1555,99,1.0,99, , 
1556,25,1.0,25,26,26
1557,13,1.0,15, , 
1558, ,, , , 
1559,15,2.0,15, , 
1560, ,, , , 
1561,21,1.0,22, , 
1562,7,1.0,7,41,41
1563,12,2.0,19,19,19
1564,18,1.0,18, , 
1565,99,2.0,99, , 
1566, ,, , , 
1567, ,, , , 
1568, ,, , , 
1569, ,, , , 
1570,16,2.0,16, , 
1571, ,, , , 
1572,22,1.0, , , 
1573,16,1.0, , , 
1574, ,, , , 
1575, ,, , , 
1576, ,, , , 
1577,16,1.0,17, , 
1578, ,, , , 
1579, ,, , , 
1580, ,, , , 
1581,32,2.0,32, , 
1582,15,1.0,17,20,20
1583,16,1.0,16,35,36
1584,17,2.0,17, , 
1585,16,1.0,16,25,25
1586, ,, , , 
1587,13,1.0,17,44,45
1588,13,2.0,13, , 
1589, ,, , , 
1590, ,, , , 
1591, ,, , , 
1592,19,1.0,19,45,46
1593,13,1.0,24,99,30
1594,15,1.0,19,25,33
1595, ,, , , 
1596,14,1.0,14,24,25
1597, ,, , , 
1598, ,, , , 
1599, ,, , , 
1600,35,2.0,40, , 
1601,25,2.0,25, , 
1602, ,, , , 
1603,16,2.0,20, , 
1604,15,1.0,15, , 
1605,18,1.0,18,28,28
1606, ,, , , 
1607,16,1.0,17,17,17
1608,16,2.0,21, , 
1609,18,2.0, ,99,99
1610,16,1.0,21, , 
1611,19,2.0,50, , 
1612, ,, , , 
1613,18,2.0,19, , 
1614,23,1.0,24,24,27
1615,22,2.0,23, , 
1616, ,, , , 
1617, ,, , , 
1618, ,, , , 
1619, ,, , , 
1620, ,, , , 
1621, ,, , , 
1622, ,, , , 
1623, ,, , , 
1624,10,2.0,17, , 
1625, ,, , , 
1626,21,1.0,21,21,21
1627,13,1.0,13, , 
1628, ,, , , 
1629, ,, , , 
1630, ,, , , 
1631,10,1.0,14, , 
1632,13,2.0,13,18,18
1633, ,, , , 
1634,17,2.0,17,17,35
1635, ,, , , 
1636, ,, , , 
1637,19,1.0, , , 
1638, ,, , , 
1639,13,1.0,20, , 
1640, ,, , , 
1641, ,, , , 
1642, ,, , , 
1643, ,, , , 
1644, ,, , , 
1645,14,1.0,16, , 
1646, ,, ,38,38
1647, ,, , , 
1648, ,, , , 
1649,19,2.0,20, , 
1650,18,1.0,18,18,18
1651,10,1.0,15,54,55
1652, ,, , , 
1653, ,, , , 
1654,20,2.0,20,37,37
1655,11,1.0,15,39,40
1656,17,1.0,18,31,32
1657, ,, , , 
1658, ,, , , 
1659, ,, , , 
1660, ,, , , 
1661, ,, , , 
1662,12,1.0,15, , 
1663, ,, , , 
1664, ,, , , 
1665, ,, , , 
1666, ,, , , 
1667,16,1.0,21, , 
1668, ,, , , 
1669, ,, , , 
1670, ,, , , 
1671, ,, , , 
1672, ,, , , 
1673, ,, , , 
1674, ,, , , 
1675, ,, , , 
1676, ,, , , 
1677, ,, , , 
1678, ,, , , 
1679, ,, , , 
1680,13,1.0,25, , 
1681, ,, , , 
1682, ,, , , 
1683,15,1.0,15, , 
1684, ,, , , 
1685, ,, , , 
1686, ,, , , 
1687, ,, , , 
1688, ,, , , 
1689, ,, , , 
1690, ,, , , 
1691,18,1.0,18, , 
1692, ,, , , 
1693, ,, , , 
1694, ,, , , 
1695,15,1.0,18, , 
1696, ,, , , 
1697, ,, , , 
1698, ,, , , 
1699, ,, , , 
1700, ,, , , 
1701, ,, , , 
1702, ,, , , 
1703, ,, , , 
1704, ,, , , 
1705,10,2.0,15, , 
1706,17,1.0,17,20,25
1707,17,1.0,22,26,37
1708,13,1.0,13,24,24
1709, ,, , , 
1710, ,, , , 
1711,22,2.0,22, , 
1712, ,, , , 
1713, ,, , , 
1714, ,, , , 
1715,13,2.0, , , 
1716, ,, , , 
1717, ,, , , 
1718, ,, , , 
1719, ,, , , 
1720, ,, , , 
1721, ,, , , 
1722, ,, , , 
1723,17,1.0,19,18,18
1724, ,, , , 
1725,16,1.0,16,57,58
1726, ,, , , 
1727, ,, , , 
1728, ,, , , 
1729,35,1.0,35,66,67
1730,17,1.0,17, , 
1731,17,2.0,19, , 
1732, ,, , , 
1733,15,2.0,15, , 
1734,18,2.0,20, , 
1735, ,, , , 
1736, ,, , , 
1737, ,, , , 
1738, ,, , , 
1739, ,, , , 
1740, ,, , , 
1741,18,2.0,20, , 
1742,17,1.0,17,36,37
1743,13,2.0,16, , 
1744, ,, , , 
1745, ,, , , 
1746,13,1.0,20, , 
1747, ,, , , 
1748,18,2.0,20, , 
1749, ,, , , 
1750, ,, , , 
1751,12,1.0,15,27,28
1752, ,, , , 
1753, ,, , , 
1754, ,, , , 
1755,15,1.0,18, , 
1756, ,, , , 
1757,15,1.0,17, , 
1758, ,, , , 
1759, ,, , , 
1760, ,, , , 
1761, ,, , , 
1762, ,, , , 
1763, ,, , , 
1764,18,1.0, ,21,21
1765, ,, , , 
1766, ,, , , 
1767,22,1.0, ,34,35
1768, ,, , , 
1769, ,, , , 
1770, ,, , , 
1771, ,, , , 
1772,14,1.0,20, , 
1773, ,, , , 
1774,20,2.0,20, , 
1775,23,2.0,25,27,27
1776, ,, , , 
1777, ,, , , 
1778, ,, , , 
1779, ,, , , 
1780, ,, , , 
1781,12,1.0,16,25,26
1782,15,2.0, , , 
1783,18,2.0,19, , 
1784, ,, , , 
1785, ,, , , 
1786, ,, , , 
1787,10,1.0,10, , 
1788,14,2.0,18, , 
1789,8,1.0,18, , 
1790, ,, , , 
1791,15,1.0,16,47,48
1792,16,2.0,17, , 
1793, ,, , , 
1794,11,1.0,11,11,11
1795,12,1.0,16,37,38
1796, ,, , , 
1797,15,1.0,15,18,18
1798, ,, , , 
1799, ,, , , 
1800, ,, , , 
1801, ,, , , 
1802, ,, , , 
1803,30,1.0, , , 
1804, ,, , , 
1805, ,, , , 
1806, ,, , , 
1807,23,1.0, , , 
1808,16,2.0,46,99,99
1809, ,, , , 
1810, ,, , , 
1811, ,, , , 
1812, ,, , , 
1813, ,, , , 
1814,99,1.0,99, , 
1815,15,2.0,18, , 
1816,18,1.0,18,34,34
1817,15,2.0, , , 
1818,15,2.0,15, , 
1819, ,, , , 
1820,14,1.0,14,20,34
1821, ,, , , 
1822,10,2.0,10,25,25
1823, ,, , , 
1824, ,, , , 
1825,22,2.0, , , 
1826, ,, , , 
1827, ,, , , 
1828, ,, , , 
1829, ,, , , 
1830,16,2.0,18, , 
1831, ,, , , 
1832, ,, , , 
1833, ,, , , 
1834, ,, , , 
1835, ,, , , 
1836, ,, , , 
1837,99,1.0,99, , 
1838, ,, , , 
1839,14,2.0,17, , 
1840,25,1.0,25,25,25
1841,16,1.0,16, , 
1842, ,, , , 
1843,18,1.0,19, , 
1844, ,, , , 
1845, ,, , , 
1846,18,1.0, , , 
1847, ,, , , 
1848, ,, , , 
1849, ,, , , 
1850, ,, , , 
1851,17,2.0,30, , 
1852, ,, , , 
1853, ,, , , 
1854,19,2.0, , , 
1855, ,, , , 
1856, ,, , , 
1857, ,, , , 
1858,16,2.0,22, , 
1859,16,1.0,16,62,63
1860, ,, , , 
1861, ,, , , 
1862, ,, , , 
1863,18,1.0,22,25,50
1864, ,, , , 
1865,11,1.0,11,42,43
1866,16,2.0,16, , 
1867,21,1.0,21,30,32
1868, ,, , , 
1869, ,, , , 
1870, ,, , , 
1871, ,, , , 
1872, ,, , , 
1873, ,, , , 
1874,17,1.0, , , 
1875, ,, , , 
1876, ,, , , 
1877, ,, , , 
1878, ,, , , 
1879, ,, , , 
1880,18,2.0,30, , 
1881,14,1.0,14,18,18
1882, ,, , , 
1883, ,, , , 
1884,12,1.0,17,19,19
1885, ,, , , 
1886, ,, , , 
1887, ,, , , 
1888, ,, , , 
1889, ,, , , 
1890, ,, , , 
1891, ,, , , 
1892,10,2.0,18, , 
1893,14,1.0,17,18,18
1894,16,1.0,23, , 
1895, ,, , , 
1896, ,, , , 
1897, ,, , , 
1898, ,, , , 
1899, ,, , , 
1900, ,, , , 
1901,13,1.0,18, , 
1902, ,, , , 
1903,15,2.0,16, , 
1904, ,, , , 
1905,14,2.0,14,51,51
1906,17,2.0, , , 
1907,15,2.0,15, , 
1908,20,1.0,22, , 
1909, ,, , , 
1910, ,, , , 
1911,21,2.0,21, , 
1912, ,, , , 
1913, ,, , , 
1914,13,1.0,15, , 
1915, ,, , , 
1916,12,1.0,18, , 
1917, ,, , , 
1918,15,2.0,17,23,23
1919, ,, , , 
1920,17,2.0,17,17,17
1921,10,1.0,16,24,25
1922, ,, , , 
1923, ,, , , 
1924,16,1.0,20,59,60
1925, ,, , , 
1926, ,, , , 
1927, ,, , , 
1928, ,, , , 
1929, ,, , , 
1930,11,2.0,11, , 
1931, ,, , , 
1932,15,2.0,20, , 
1933,17,1.0,17, , 
1934, ,, , , 
1935,16,1.0,17,26,27
1936,17,2.0,18, , 
1937, ,, , , 
1938,14,1.0,16,41,42
1939, ,, , , 
1940, ,, , , 
1941, ,, , , 
1942, ,, , , 
1943, ,, , , 
1944, ,, , , 
1945, ,, , , 
1946,17,1.0,17, , 
1947, ,, , , 
1948, ,, , , 
1949,16,2.0,17, , 
1950,99,1.0,18, , 
1951,15,2.0,21, , 
1952, ,, , , 
1953, ,, , , 
1954,21,2.0, , , 
1955, ,, , , 
1956,15,2.0,15,16,16
1957, ,, , , 
1958,13,2.0,15, , 
1959, ,, , , 
1960, ,, , , 
1961, ,, ,37,38
1962,30,2.0, , , 
1963, ,, , , 
1964, ,, , , 
1965, ,, , , 
1966, ,, , , 
1967, ,, , , 
1968,11,2.0,11, , 
1969, ,, , , 
1970,20,2.0,35, , 
1971, ,, , , 
1972, ,, , , 
1973, ,, , , 
1974,18,2.0,18, , 
1975,16,1.0,16, , 
1976, ,, , , 
1977, ,, , , 
1978, ,, , , 
1979,16,1.0,19,40,40
1980, ,, , , 
1981, ,, , , 
1982, ,, , , 
1983, ,, , , 
1984, ,, , , 
1985,15,1.0,21,40,41
1986,16,2.0,16, , 
1987,20,2.0, , , 
1988,12,1.0,13, , 
1989, ,, , , 
1990,14,1.0,16, , 
1991,22,1.0,22, , 
1992,37,1.0,37, , 
1993,16,2.0, , , 
1994, ,, , , 
1995, ,, ,14,18
1996, ,, , , 
1997, ,, , , 
1998, ,, , , 
1999, ,, , , 
2000,10,2.0,16, , 
2001, ,, , , 
2002,19,2.0,19, , 
2003, ,, , , 
2004,14,2.0,16, , 
2005,15,1.0,21, , 
2006, ,, , , 
2007, ,, , , 
2008,16,1.0, , , 
2009, ,, , , 
2010,21,1.0,21, , 
2011, ,, , , 
2012, ,, , , 
2013,23,2.0,23, , 
2014, ,, , , 
2015, ,, , , 
2016, ,, , , 
2017, ,, , , 
2018, ,, , , 
2019,14,2.0,20,21,24
2020,10,1.0,18,18,18
2021, ,, , , 
2022, ,, , , 
2023,36,1.0,36,34,37
2024, ,, , , 
2025, ,, , , 
2026, ,, , , 
2027,20,2.0, , , 
2028, ,, , , 
2029, ,, , , 
2030, ,, , , 
2031, ,, , , 
2032, ,, , , 
2033, ,, , , 
2034, ,, , , 
2035, ,, , , 
2036, ,, , , 
2037,8,1.0,18, , 
2038, ,, , , 
2039, ,, , , 
2040, ,, , , 
2041, ,, , , 
2042,18,1.0,20,20,20
2043, ,, , , 
2044, ,, , , 
2045,18,1.0,18,18,18
2046, ,, , , 
2047, ,, , , 
2048, ,, , , 
2049,13,1.0,13,26,42
2050,13,1.0,19, , 
2051, ,, , , 
2052,15,2.0, , , 
2053,99,2.0, , , 
2054, ,, , , 
2055, ,, , , 
2056, ,, , , 
2057, ,, , , 
2058, ,, , , 
2059, ,, , , 
2060,15,1.0,15,26,27
2061, ,, , , 
2062, ,, , , 
2063,19,1.0,19,59,60
2064, ,, , , 
2065, ,, , , 
2066, ,, , , 
2067,15,1.0,15, , 
2068, ,, , , 
2069,14,1.0,14, , 
2070, ,, , , 
2071,5,1.0,13,16,21
2072, ,, , , 
2073, ,, , , 
2074, ,, , , 
2075, ,, , , 
2076, ,, , , 
2077, ,, , , 
2078,18,1.0, ,38,39
2079, ,, , , 
2080,12,1.0,12, , 
2081,13,1.0,14,22,22
2082,14,2.0, , , 
2083, ,, , , 
2084, ,, , , 
2085, ,, , , 
2086, ,, , , 
2087, ,, , , 
2088, ,, , , 
2089, ,, , , 
2090,21,1.0,22, , 
2091,20,1.0,28, , 
2092, ,, ,55,56
2093, ,, , , 
2094, ,, , , 
2095, ,, ,99,99
2096, ,, , , 
2097, ,, , , 
2098, ,, , , 
2099, ,, , , 
2100, ,, ,25,26
2101,18,1.0,18,31,32
2102, ,, , , 
2103, ,, , , 
2104,22,1.0,22, , 
2105,15,1.0,15, , 
2106, ,, , , 
2107,13,2.0,16, , 
2108, ,, , , 
2109,28,1.0, , , 
2110, ,, , , 
2111,18,2.0,18,24,24
2112,16,2.0,16, , 
2113, ,, , , 
2114,19,2.0,19, , 
2115,22,2.0,43, , 
2116, ,, , , 
2117,18,2.0,18, , 
2118, ,, , , 
2119,18,2.0,18, , 
2120, ,, , , 
2121, ,, , , 
2122,38,1.0,38, , 
2123, ,, , , 
2124,16,2.0,16,36,36
2125, ,, , , 
2126, ,, , , 
2127, ,, , , 
2128, ,, , , 
2129, ,, , , 
2130,25,1.0,25,32,33
2131, ,, , , 
2132, ,, , , 
2133,16,2.0,20,40,40
2134,20,2.0, , , 
2135, ,, , , 
2136,16,1.0,19,25,25
2137,13,1.0,16, , 
2138, ,, , , 
2139, ,, , , 
2140, ,, , , 
2141, ,, , , 
2142, ,, , , 
2143, ,, , , 
2144, ,, , , 
2145, ,, , , 
2146, ,, , , 
2147,30,1.0, , , 
2148, ,, , , 
2149, ,, , , 
2150,21,2.0,21, , 
2151, ,, , , 
2152,21,1.0,21,64,65
2153,18,2.0,18, , 
2154,16,1.0,16, , 
2155, ,, , , 
2156, ,, , , 
2157, ,, , , 
2158, ,, , , 
2159, ,, , , 
2160, ,, , , 
2161, ,, , , 
2162, ,, , , 
2163, ,, , , 
2164, ,, , , 
2165, ,, , , 
2166,21,2.0,22, , 
2167, ,, , , 
2168,19,2.0,19, , 
2169, ,, , , 
2170,14,2.0,15, , 
2171, ,, , , 
2172, ,, , , 
2173,15,1.0,16,38,38
2174,13,1.0,15, , 
2175,7,1.0,16,44,45
2176, ,, , , 
2177, ,, , , 
2178,16,1.0,17,18,29
2179,18,2.0,19, , 
2180, ,, , , 
2181, ,, , , 
2182, ,, , , 
2183, ,, , , 
2184,17,1.0, ,27,28
2185,13,2.0, , , 
2186,24,1.0,40, , 
2187,20,1.0,24,51,51
2188,17,2.0,17, , 
2189,16,1.0, , , 
2190, ,, , , 
2191, ,, , , 
2192, ,, , , 
2193,18,2.0,18,99,99
2194, ,, , , 
2195, ,, , , 
2196,18,1.0,18, , 
2197, ,, , , 
2198,10,1.0,22,23,24
2199,12,1.0,16, , 
2200, ,, , , 
2201, ,, , , 
2202, ,, , , 
2203,13,1.0,16,30,48
2204, ,, , , 
2205, ,, , , 
2206, ,, , , 
2207, ,, , , 
2208,18,1.0, , , 
2209, ,, , , 
2210, ,, , , 
2211,30,2.0,30, , 
2212, ,, , , 
2213, ,, , , 
2214, ,, , , 
2215, ,, , , 
2216,15,1.0,15, , 
2217,20,1.0, , , 
2218,18,2.0,18, , 
2219, ,, , , 
2220, ,, , , 
2221, ,, , , 
2222,16,2.0,18, , 
2223, ,, , , 
2224, ,, , , 
2225,19,1.0,19, , 
2226, ,, , , 
2227,36,1.0,39, , 
2228, ,, , , 
2229, ,, , , 
2230, ,, , , 
2231, ,, , , 
2232,13,2.0,18, , 
2233, ,, , , 
2234,18,2.0, , , 
2235, ,, , , 
2236,16,1.0, , , 
2237, ,, , , 
2238,14,1.0,17,25,32
2239,16,1.0,20,30,31
2240,18,1.0,18,29,30
2241, ,, , , 
2242, ,, , , 
2243, ,, , , 
2244, ,, , , 
2245, ,, , , 
2246, ,, , , 
2247, ,, , , 
2248, ,, , , 
2249, ,, , , 
2250, ,, , , 
2251,23,2.0,23, , 
2252,24,1.0,24,28,29
2253, ,, , , 
2254,19,1.0,20, , 
2255, ,, , , 
2256,14,1.0,18,39,40
2257,14,1.0,16, , 
2258, ,, , , 
2259, ,, , , 
2260, ,, , , 
2261,21,1.0,21,42,50
2262, ,, , , 
2263, ,, , , 
2264, ,, , , 
2265,16,2.0,18, , 
2266, ,, , , 
2267,30,2.0,30, , 
2268, ,, , , 
2269, ,, , , 
2270, ,, , , 
2271, ,, , , 
2272, ,, , , 
2273,18,1.0, , , 
2274,18,1.0,18, , 
2275,16,2.0,23,23,23
2276, ,, , , 
2277, ,, , , 
2278,18,1.0,18,18,26
2279, ,, , , 
2280, ,, , , 
2281, ,, , , 
2282,15,1.0,21, , 
2283, ,, , , 
2284, ,, , , 
2285, ,, , , 
2286, ,, , , 
2287, ,, , , 
2288, ,, , , 
2289,14,1.0,18, , 
2290, ,, , , 
2291,21,1.0, , , 
2292,13,2.0, , , 
2293,13,1.0,17, , 
2294,14,1.0,18, , 
2295, ,, , , 
2296, ,, , , 
2297,16,2.0,17, , 
2298, ,, , , 
2299,24,1.0,25,26,26
2300,16,1.0,16,18,56
2301,16,2.0,16, , 
2302, ,, , , 
2303, ,, , , 
2304, ,, , , 
2305, ,, , , 
2306,13,2.0,13, , 
2307,18,1.0, , , 
2308, ,, , , 
2309,12,1.0,17,22,23
2310,16,1.0,18,68,69
2311, ,, , , 
2312,16,2.0,16, , 
2313, ,, , , 
2314,13,1.0,14,16,25
2315, ,, , , 
2316,15,1.0,15, , 
2317,15,1.0,18,25,26
2318, ,, , , 
2319, ,, , , 
2320, ,, , , 
2321, ,, , , 
2322, ,, , , 
2323,10,2.0, , , 
2324, ,, , , 
2325, ,, , , 
2326,19,2.0,24,99,99
2327, ,, , , 
2328, ,, , , 
2329,15,1.0, , , 
2330, ,, , , 
2331,18,1.0,25,47,48
2332, ,, , , 
2333, ,, , , 
2334, ,, , , 
2335, ,, , , 
2336, ,, , , 
2337, ,, , , 
2338,14,1.0,15,27,28
2339,5,1.0,5,25,46
2340,19,2.0, , , 
2341,24,1.0,35, , 
2342, ,, , , 
2343,18,2.0,40, , 
2344,13,1.0,17,20,20
2345, ,, , , 
2346, ,, , , 
2347, ,, , , 
2348, ,, , , 
2349,13,1.0,15,26,27
2350,21,2.0,99, , 
2351, ,, , , 
2352, ,, , , 
2353, ,, , , 
2354,38,1.0,38, , 
2355,30,1.0,30, , 
2356,12,2.0,14,16,16
2357,14,1.0,17,99,54
2358, ,, , , 
2359, ,, , , 
2360,16,1.0,18,32,33
2361, ,, , , 
2362,11,2.0,13, , 
2363,12,2.0,19, , 
2364,18,1.0,18, , 
2365, ,, , , 
2366, ,, , , 
2367, ,, , , 
2368, ,, , , 
2369,19,1.0,19, , 
2370, ,, , , 
2371,11,2.0,25, , 
2372, ,, , , 
2373, ,, , , 
2374, ,, , , 
2375,21,1.0,21, , 
2376,18,2.0,18, , 
2377, ,, , , 
2378,20,2.0,20, , 
2379,18,1.0,20, , 
2380,15,1.0, , , 
2381, ,, , , 
2382, ,, , , 
2383,16,2.0,16,16,16
2384, ,, , , 
2385,25,2.0,30, , 
2386, ,, , , 
2387,19,1.0,21, , 
2388,17,2.0,25, , 
2389, ,, , , 
2390, ,, , , 
2391, ,, , , 
2392, ,, , , 
2393, ,, , , 
2394, ,, , , 
2395, ,, , , 
2396, ,, , , 
2397, ,, , , 
2398,16,1.0,19,22,22
2399,18,2.0,18, , 
2400,9,1.0,18, , 
2401, ,, , , 
2402,18,1.0,20, , 
2403,21,2.0, , , 
2404,16,2.0,19, , 
2405,12,2.0,12, , 
2406,7,2.0,18, , 
2407, ,, , , 
2408, ,, , , 
2409,16,1.0,20,37,37
2410, ,, , , 
2411,24,1.0,24,44,45
2412, ,, , , 
2413, ,, , , 
2414, ,, , , 
2415, ,, , , 
2416, ,, , , 
2417, ,, , , 
2418, ,, , , 
2419,7,2.0,17, , 
2420, ,, , , 
2421, ,, , , 
2422, ,, , , 
2423,12,2.0,15, , 
2424, ,, , , 
2425, ,, , , 
2426, ,, , , 
2427, ,, , , 
2428, ,, , , 
2429, ,, , , 
2430,20,2.0,20, , 
2431, ,, , , 
2432, ,, , , 
2433, ,, , , 
2434, ,, , , 
2435,20,2.0,20, , 
2436, ,, , , 
2437, ,, , , 
2438,11,1.0,15,38,39
2439,25,2.0,25, , 
2440, ,, , , 
2441, ,, , , 
2442, ,, , , 
2443, ,, , , 
2444,17,1.0,19, , 
2445,18,2.0,20, , 
2446, ,, , , 
2447, ,, , , 
2448, ,, , , 
2449,15,2.0,17, , 
2450, ,, , , 
2451,16,1.0,17, , 
2452, ,, , , 
2453, ,, , , 
2454, ,, , , 
2455, ,, , , 
2456, ,, , , 
2457, ,, , , 
2458, ,, , , 
2459, ,, , , 
2460, ,, , , 
2461, ,, , , 
2462, ,, , , 
2463, ,, , , 
2464, ,, , , 
